code,1,17,51,46,45,44,43,5,6,25,22,14,20,7,32,24,9,8,49,33,29,23,16,15
div,1.07649,0.31661,-1.20313,1.07649,1.07649,-0.44326,0.31661,0.31661,0.31661,1.07649,1.07649,0.31661,-1.20313,0.31661,-0.44326,0.31661,1.07649,1.07649,-0.44326,-1.20313,0.31661,-1.20313,-1.963,-1.963
far,0.82602,-0.89785,-0.03591,-0.89785,-0.03591,-0.89785,-0.03591,0.82602,0.82602,1.68796,2.54989,1.68796,-0.89785,-0.89785,-0.03591,-0.89785,-0.89785,-0.03591,-0.03591,-0.89785,0.82602,-0.89785,-0.89785,-0.03591
gau,1.03833,0.34611,0.34611,1.03833,0.34611,-1.03833,-0.34611,1.03833,1.03833,1.03833,1.73055,0.34611,-1.03833,-1.03833,0.34611,-0.34611,-1.03833,1.03833,0.34611,-1.03833,-1.03833,-1.73055,-1.73055,0.34611
har,0.79029,-0.35922,-0.93397,0.21553,-0.35922,-0.35922,-0.93397,0.79029,0.21553,0.79029,1.36504,0.21553,1.36504,0.79029,0.21553,-0.35922,0.79029,0.79029,0.79029,0.79029,-1.50873,-2.08348,-2.08348,-0.93397
kal,0.69872,-0.23291,-0.23291,-0.23291,0.69872,-1.16453,-0.23291,0.69872,0.69872,0.69872,1.63034,0.69872,-0.23291,-1.16453,-1.16453,-0.23291,1.63034,1.63034,-0.23291,0.69872,-0.23291,-2.09616,-1.16453,-1.16453
kar,0.69531,-0.58834,-1.87199,-0.58834,-0.58834,-1.87199,-0.58834,-0.58834,-0.58834,-0.58834,0.69531,0.69531,0.69531,1.97896,-0.58834,0.69531,0.69531,1.97896,0.69531,0.69531,0.69531,-0.58834,-0.58834,-0.58834
kum,2.51198,-0.57969,-0.57969,-0.57969,0.96615,-0.57969,-0.57969,-0.57969,-0.57969,0.96615,2.51198,-0.57969,-0.57969,0.96615,-0.57969,-0.57969,0.96615,-0.57969,-0.57969,0.96615,-0.57969,-0.57969,-0.57969,-0.57969
mah,0.39315,-0.55042,0.86494,0.86494,1.80851,-0.55042,0.86494,-1.0222,-1.49398,0.39315,2.28029,-0.07863,-1.49398,-0.07863,-0.55042,-1.49398,-0.55042,0.39315,-0.07863,-0.07863,0.86494,-1.0222,-0.55042,0.86494
mis,1.04654,-0.52327,-2.09307,0.26163,0.26163,1.04654,0.26163,1.04654,0.26163,-0.52327,1.83144,1.04654,-0.52327,1.83144,0.26163,-0.52327,-0.52327,0.26163,-0.52327,0.26163,-0.52327,-1.30817,-1.30817,-1.30817
moh,0.20412,-0.61237,0.20412,1.02062,1.02062,0.20412,0.20412,0.20412,-0.61237,-0.61237,0.20412,1.83712,0.20412,-0.61237,1.02062,-2.24537,-1.42887,-0.61237,-1.42887,1.83712,-0.61237,1.02062,0.20412,-0.61237
mug,-0.28019,-0.28019,-0.79746,-0.79746,0.23708,-1.31474,-1.83201,0.23708,-0.28019,-0.28019,2.30618,-0.28019,0.75436,0.75436,1.27163,-1.31474,-0.79746,1.7889,1.27163,0.23708,0.23708,-0.79746,0.23708,-0.28019
nir,-1.03307,-1.03307,-0.14758,-0.14758,-0.14758,-1.03307,-1.03307,-0.14758,0.73791,-0.14758,1.6234,1.6234,1.6234,0.73791,0.73791,-0.14758,-1.91856,-0.14758,-0.14758,0.73791,1.6234,-1.03307,-1.03307,-0.14758
nit,0.04852,0.04852,-1.11606,0.04852,1.21311,-1.11606,-1.11606,-1.11606,-1.11606,0.04852,1.21311,0.04852,-1.11606,1.21311,0.04852,0.04852,0.04852,0.04852,-1.11606,1.21311,2.3777,-1.11606,0.04852,1.21311
pad,2.02763,-0.23577,-0.23577,0.89593,-0.23577,-1.36747,0.89593,-0.23577,-1.36747,0.89593,0.89593,2.02763,-0.23577,0.89593,-1.36747,-0.23577,-0.23577,-1.36747,0.89593,-0.23577,-0.23577,-1.36747,-0.23577,-0.23577
pri,1.22308,-0.61154,-1.52886,0.30577,-0.61154,-0.61154,1.22308,2.1404,2.1404,0.30577,-0.61154,0.30577,-1.52886,-0.61154,0.30577,-0.61154,-0.61154,-0.61154,0.30577,-0.61154,1.22308,-0.61154,-0.61154,0.30577
rah,-1.17091,-1.17091,-1.17091,-0.4855,0.19991,-0.4855,-0.4855,0.88532,-0.4855,0.88532,2.25614,0.19991,-0.4855,-0.4855,-0.4855,0.19991,0.19991,0.88532,0.88532,0.88532,2.25614,-1.17091,-1.17091,-0.4855
rud,0.69222,0.69222,-0.34611,-0.34611,0.69222,0.69222,-1.38444,-1.38444,0.69222,0.69222,1.73055,1.73055,0.69222,-0.34611,-1.38444,-1.38444,-0.34611,0.69222,0.69222,-0.34611,0.69222,-1.38444,-1.38444,-0.34611
sab,1.13428,-0.88222,-0.88222,1.13428,1.13428,-0.88222,-0.88222,-0.88222,-0.88222,-0.88222,2.14254,1.13428,-0.88222,0.12603,-0.88222,-0.88222,-0.88222,1.13428,1.13428,0.12603,1.13428,-0.88222,0.12603,0.12603
sas,0.60087,1.13498,-0.46734,-1.00145,1.66909,-1.00145,-0.46734,0.60087,1.13498,1.66909,1.13498,0.06676,-2.06967,-0.46734,-0.46734,-1.00145,0.60087,0.06676,-0.46734,0.06676,1.13498,-1.53556,-0.46734,-0.46734
sau,1.71925,-0.21491,-0.85963,-0.21491,0.42981,-0.85963,-0.85963,1.07453,1.07453,1.71925,2.36397,-0.85963,-0.85963,-0.85963,-0.85963,-0.21491,-0.21491,-0.85963,-0.85963,-0.21491,1.07453,-0.85963,-0.21491,0.42981
say,0.32126,1.4227,-0.78019,-0.78019,-0.78019,-0.78019,0.32126,1.4227,0.32126,1.4227,1.4227,0.32126,-0.78019,0.32126,-0.78019,-0.78019,0.32126,0.32126,0.32126,1.4227,0.32126,-1.88164,-1.88164,-0.78019
sha,0.4378,-0.08756,0.4378,-0.61292,-1.13827,-1.66363,-1.13827,1.48851,1.48851,-0.08756,2.01387,0.4378,-0.08756,-0.61292,0.96315,-1.13827,-1.13827,-0.08756,0.4378,-0.61292,1.48851,-1.13827,0.4378,-0.08756
shi,-0.68545,-0.68545,-0.68545,-0.68545,0.0298,-0.68545,0.0298,1.46031,0.74505,1.46031,2.89081,0.74505,-0.68545,-0.68545,-0.68545,-1.4007,-0.68545,0.0298,0.0298,0.0298,1.46031,-0.68545,-0.68545,0.0298
shu,0.72714,-0.36357,-0.36357,-0.36357,-0.36357,-0.36357,-0.36357,0.72714,-0.36357,0.72714,1.81786,0.72714,0.72714,0.72714,0.72714,-0.36357,-0.36357,-0.36357,-0.36357,0.72714,0.72714,-3.63571,-0.36357,-0.36357
som,1.88256,-0.53787,-1.34468,0.26894,1.88256,-1.34468,-0.53787,0.26894,-0.53787,0.26894,1.07575,-0.53787,-1.34468,1.07575,0.26894,-1.34468,1.07575,1.07575,0.26894,0.26894,-0.53787,-1.34468,-0.53787,0.26894
swa,1.54821,1.22227,1.22227,-0.08148,-0.73336,-1.0593,-1.0593,1.54821,1.22227,0.57039,1.22227,0.24445,-0.73336,0.57039,-0.40742,-1.0593,1.22227,-0.73336,-0.73336,-0.08148,-0.40742,-1.38524,-1.0593,-1.0593
vis,1.20313,-1.07649,-1.07649,0.44326,1.963,-0.31661,-1.83636,-0.31661,1.20313,-0.31661,1.20313,1.20313,0.44326,-0.31661,-1.07649,-0.31661,-1.07649,0.44326,0.44326,0.44326,-0.31661,-1.83636,0.44326,0.44326
you,1.02508,1.02508,1.87343,-0.67161,0.17674,0.17674,-0.67161,1.02508,0.17674,1.87343,0.17674,1.02508,-0.67161,-0.67161,1.02508,-1.51995,-0.67161,-1.51995,-0.67161,-0.67161,0.17674,-0.67161,-1.51995,0.17674
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
